Creating population
Sucess
0;539.080000;460.920013
0;453.360000;453.359985
0;551.260000;448.739990
0;692.900000;307.100006
0;273.820000;273.820007
0;640.040000;359.959991
0;696.240000;303.760010
0;525.920000;474.079987
0;532.800000;467.200012
0;401.000000;401.000000
1;522.580000;477.420013
1;488.220000;488.220001
1;547.410000;452.589996
1;610.890000;389.109985
1;389.970000;389.970001
1;580.460000;419.540009
1;616.560000;383.440002
1;525.920000;474.079987
1;519.780000;480.220001
1;466.760000;466.760010
2;512.760000;487.239990
2;488.220000;488.220001
2;520.215000;479.785004
2;550.575000;449.424988
2;439.855000;439.855011
2;533.560000;466.440002
2;547.750000;452.250000
2;514.190000;485.809998
2;512.980000;487.019989
2;477.450000;477.450012
3;507.210000;492.790009
3;488.220000;488.220001
3;505.937500;494.062500
3;519.757500;480.242493
3;465.837500;465.837494
3;513.230000;486.769989
3;516.705000;483.295013
3;505.265000;494.734985
3;502.340000;497.660004
3;483.935000;483.934998
4;506.415000;493.584991
4;492.760000;492.760010
4;502.158750;497.841248
4;508.048750;491.951263
4;488.708750;488.708740
4;501.425000;498.575012
4;505.342500;494.657501
4;499.902500;499.902496
4;502.340000;497.660004
4;493.917500;493.917511
5;493.498750;493.498749
5;494.951250;494.951263
5;509.270625;490.729370
5;507.635625;492.364380
5;497.325625;497.325623
5;508.343750;491.656250
5;497.302500;497.302490
5;499.902500;499.902496
5;501.961250;498.038757
5;493.830000;493.829987
6;503.780625;496.219360
6;495.386875;495.386871
6;500.486562;499.513428
6;507.849062;492.150940
6;500.354062;499.645935
6;498.803125;498.803131
6;493.042500;493.042511
6;499.902500;499.902496
6;494.471875;494.471863
6;503.886250;496.113739
7;492.041562;492.041565
7;492.284687;492.284698
7;498.974531;498.974518
7;505.175781;494.824219
7;493.468281;493.468292
7;492.652812;492.652802
7;492.852500;492.852509
7;499.902500;499.902496
7;504.567187;495.432800
7;509.814375;490.185638
8;503.032031;496.967957
8;489.293594;489.293579
8;500.498516;499.501495
8;500.399141;499.600861
8;490.245391;490.245392
8;492.997656;492.997650
8;499.517500;499.517487
8;499.902500;499.902496
8;509.454844;490.545166
8;514.618437;485.381561
9;502.307266;497.692749
9;493.538047;493.538055
9;500.800508;499.199493
9;507.910820;492.089172
9;498.133945;498.133942
9;492.050078;492.050079
9;500.410000;499.589996
9;499.902500;499.902496
9;501.818672;498.181335
9;501.640469;498.359528
10;493.524883;493.524872
10;505.340273;494.659729
10;505.311504;494.688507
10;513.366660;486.633331
10;507.838223;492.161774
10;492.636289;492.636292
10;505.436250;494.563751
10;499.902500;499.902496
10;501.000586;498.999420
10;500.771484;499.228516
11;492.333691;492.333679
11;509.141387;490.858612
11;507.027002;492.972992
11;507.234580;492.765411
11;507.450361;492.549652
11;503.889395;496.110596
11;501.369375;498.630615
11;499.902500;499.902496
11;498.931543;498.931549
11;498.556992;498.557007
12;501.558096;498.441895
12;503.201943;496.798065
12;498.904751;498.904755
12;495.808540;495.808533
12;513.196431;486.803558
12;493.315947;493.315948
12;510.515937;489.484070
12;499.902500;499.902496
12;493.737021;493.737030
12;503.709746;496.290253
13;496.210298;496.210297
13;506.572222;493.427765
13;498.063625;498.063629
13;504.775520;495.224487
13;514.009465;485.990540
13;493.889224;493.889221
13;507.089219;492.910767
13;499.902500;499.902496
13;490.779761;490.779755
13;504.966123;495.033875
14;506.596399;493.403595
14;499.517361;499.517365
14;499.323063;499.323059
14;507.919010;492.080994
14;508.855983;491.144012
14;500.795862;499.204132
14;503.495859;496.504150
14;499.902500;499.902496
14;494.881130;494.881134
14;506.954312;493.045685
15;500.889449;499.110565
15;507.969930;492.030060
15;492.632781;492.632782
15;509.770755;490.229248
15;495.119241;495.119232
15;502.049181;497.950806
15;500.059180;499.940826
15;499.902500;499.902496
15;490.371815;490.371826
15;511.688406;488.311584
16;507.294315;492.705688
16;496.874555;496.874542
16;488.925981;488.925995
16;506.234967;493.765045
16;502.969211;497.030792
16;495.694180;495.694183
16;500.059180;499.940826
16;509.960840;490.039154
16;497.515497;497.515503
16;505.013793;494.986206
17;507.996747;492.003265
17;492.666867;492.666870
17;497.592580;497.592590
17;507.667074;492.332916
17;494.254195;494.254181
17;494.296680;494.296692
17;500.059180;499.940826
17;499.870010;499.869995
17;494.167339;494.167328
17;510.876486;489.123505
18;512.787963;487.212036
18;501.743024;498.256989
18;503.745880;496.254120
18;507.143127;492.856873
18;497.216687;497.216675
18;500.357930;499.642059
18;500.059180;499.940826
18;493.304595;493.304596
18;493.053259;493.053253
18;509.387833;490.612152
19;498.503572;498.503571
19;492.241102;492.241089
19;508.802530;491.197479
19;493.941153;493.941162
19;506.797934;493.202057
19;497.008555;497.008545
19;500.059180;499.940826
19;496.641887;496.641876
19;503.076219;496.923767
19;496.923506;496.923492
20;503.901376;496.098633
20;489.710141;489.710144
20;495.970855;495.970856
20;490.760166;490.760162
20;498.348557;498.348572
20;501.313867;498.686127
20;500.059180;499.940826
20;492.270533;492.270538
20;511.007700;488.992310
20;491.071343;491.071350
21;502.320278;497.679718
21;489.184660;489.184662
21;495.975017;495.975006
21;501.129673;498.870331
21;492.263868;492.263855
21;494.026523;494.026520
21;500.059180;499.940826
21;496.824857;496.824860
21;498.913440;498.913452
21;498.985261;498.985260
22;502.069729;497.930267
22;491.361920;491.361908
22;494.417098;494.417084
22;495.414426;495.414429
22;502.021524;497.978485
22;501.822852;498.177155
22;500.059180;499.940826
22;497.202018;497.202026
22;505.706310;494.293701
22;509.502221;490.497772
23;493.684454;493.684448
23;491.890550;491.890564
23;503.758139;496.241852
23;499.596803;499.596802
23;498.880352;498.880341
23;498.061016;498.061005
23;500.059180;499.940826
23;502.030599;497.969391
23;511.542745;488.457245
23;506.820700;493.179291
24;493.071817;493.071808
24;488.554865;488.554871
24;503.388659;496.611328
24;498.607991;498.608002
24;509.429766;490.570221
24;504.840098;495.159912
24;500.059180;499.940826
24;494.824889;494.824890
24;498.540962;498.540955
24;499.319940;499.319946
25;493.685498;493.685486
25;497.707022;497.707031
25;508.023920;491.976074
25;496.913586;496.913574
25;499.024473;499.024475
25;502.529639;497.470367
25;500.059180;499.940826
25;488.462034;488.462036
25;505.440071;494.559937
25;495.649560;495.649567
26;502.672339;497.327667
26;500.843101;499.156891
26;496.221550;496.221558
26;504.286383;495.713623
26;504.121826;495.878174
26;506.694409;493.305603
26;500.059180;499.940826
26;503.620607;496.379395
26;499.189625;499.189636
26;498.154370;498.154358
27;497.845759;497.845764
27;497.331140;497.331146
27;497.100365;497.100372
27;510.692781;489.307220
27;492.210503;492.210510
27;511.956794;488.043213
27;500.059180;499.940826
27;501.839893;498.160095
27;498.524402;498.524414
27;507.646775;492.353210
28;501.772470;498.227539
28;508.415160;491.584839
28;489.859772;489.859772
28;501.115980;498.884033
28;492.994841;492.994843
28;497.727987;497.727997
28;500.059180;499.940826
28;492.989537;492.989532
28;490.771791;490.771790
28;506.912977;493.087036
29;503.055825;496.944183
29;496.757170;496.757172
29;501.199476;498.800537
29;508.687580;491.312408
29;504.847011;495.152985
29;497.093583;497.093597
29;500.059180;499.940826
29;493.844358;493.844360
29;486.575485;486.575500
29;503.306078;496.693909
30;501.317502;498.682495
30;488.928175;488.928162
30;506.889328;493.110687
30;494.433380;494.433380
30;499.453095;499.453094
30;498.776382;498.776367
30;500.059180;499.940826
30;495.971769;495.971771
30;495.877333;495.877319
30;502.002629;497.997375
31;498.288341;498.288330
31;494.093677;494.093689
31;499.754254;499.754242
31;500.446280;499.553711
31;492.176137;492.176147
31;495.417781;495.417786
31;500.059180;499.940826
31;489.535474;489.535461
31;503.168256;496.831757
31;510.930904;489.069092
32;499.473760;499.473755
32;491.376428;491.376434
32;491.306717;491.306702
32;493.612730;493.612732
32;489.597659;489.597656
32;491.658480;491.658478
32;500.059180;499.940826
32;504.397327;495.602661
32;493.193718;493.193726
32;504.775042;495.224945
33;504.626470;495.373535
33;501.657804;498.342194
33;496.142948;496.142944
33;491.515955;491.515961
33;490.528419;490.528412
33;503.878830;496.121185
33;500.059180;499.940826
33;500.228253;499.771759
33;499.446449;499.446442
33;497.457111;497.457123
34;510.542825;489.457184
34;492.698492;492.698486
34;492.741064;492.741058
34;494.307567;494.307556
34;501.793799;498.206207
34;506.229005;493.770996
34;500.059180;499.940826
34;491.983717;491.983704
34;506.492814;493.507172
34;492.478145;492.478149
35;503.161002;496.838989
35;504.638836;495.361176
35;505.340122;494.659882
35;494.943373;494.943359
35;499.486490;499.486481
35;496.384092;496.384094
35;500.059180;499.940826
35;502.221448;497.778564
35;512.235997;487.764008
35;492.988662;492.988647
36;491.730091;491.730103
36;497.969008;497.968994
36;508.039651;491.960358
36;496.921277;496.921265
36;490.252835;490.252838
36;506.541636;493.458374
36;500.059180;499.940826
36;498.060314;498.060303
36;501.307588;498.692413
36;490.543921;490.543915
37;490.834635;490.834625
37;489.214094;489.214081
37;510.889415;489.110596
37;505.510228;494.489777
37;503.556007;496.444000
37;499.040408;499.040405
37;500.059180;499.940826
37;490.739747;490.739746
37;504.663384;495.336609
37;494.581550;494.581543
38;488.426908;488.426910
38;500.456637;499.543365
38;501.494297;498.505707
38;499.484704;499.484711
38;502.527593;497.472412
38;500.869794;499.130219
38;500.059180;499.940826
38;491.039463;491.039459
38;497.901282;497.901276
38;494.260365;494.260376
39;500.163044;499.836945
39;491.997908;491.997894
39;503.716739;496.283264
39;492.411942;492.411957
39;493.173387;493.173401
39;509.024487;490.975525
39;500.059180;499.940826
39;490.569321;490.569336
39;507.320231;492.679779
39;506.199772;493.800232
40;493.451112;493.451111
40;498.328544;498.328552
40;503.147959;496.852051
40;493.615561;493.615570
40;490.896283;490.896271
40;513.041833;486.958160
40;500.059180;499.940826
40;496.574251;496.574249
40;495.009705;495.009705
40;497.089476;497.089478
41;490.795146;490.795135
41;499.233862;499.233856
41;509.543569;490.456421
41;500.157370;499.842621
41;498.497731;498.497742
41;497.350506;497.350494
41;500.059180;499.940826
41;494.696715;494.696716
41;494.294442;494.294434
41;507.154328;492.845673
42;490.187163;490.187164
42;502.066521;497.933472
42;498.921375;498.921387
42;501.808275;498.191711
42;497.618456;497.618469
42;494.564843;494.564850
42;500.059180;499.940826
42;492.017947;492.017944
42;505.216811;494.783203
42;508.386754;491.613251
43;495.383171;495.383179
43;494.122850;494.122864
43;489.650277;489.650269
43;507.273727;492.726288
43;495.258818;495.258820
43;506.812011;493.187988
43;500.059180;499.940826
43;500.678564;499.321442
43;493.477995;493.477997
43;498.022967;498.022980
44;500.881175;499.118835
44;506.231015;493.768982
44;489.974728;489.974731
44;510.786454;489.213531
44;490.858999;490.859009
44;495.635596;495.635590
44;500.059180;499.940826
44;492.468872;492.468872
44;490.328588;490.328583
44;491.301073;491.301086
45;500.410178;499.589813
45;503.105097;496.894897
45;494.036954;494.036957
45;503.942817;496.057190
45;487.219089;487.219086
45;496.327388;496.327393
45;500.059180;499.940826
45;505.944026;494.055969
45;498.653884;498.653870
45;489.560126;489.560120
46;502.834679;497.165314
46;496.722139;496.722137
46;488.968067;488.968079
46;499.380998;499.381012
46;486.079134;486.079132
46;500.213284;499.786713
46;500.059180;499.940826
46;507.601603;492.398407
46;508.156532;491.843475
46;503.249653;496.750336
47;505.546929;494.453064
47;501.830659;498.169342
47;490.833623;490.833618
47;507.620089;492.379913
